Gary Kelly,"Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",Gary Kelly is the chief executive officer of Dallas-based Southwest Airlines.,"The CEO of Southwest Airlines said during a TV interview that the risks of COVID-19 transmission on an airplane are no greater than anywhere else and that ""it’s as safe as an environment as you’re going to find.""  Research shows that airplanes’ strong ventilation systems do filter out virus particles. However, studies also indicate that some level of risk regarding the transmission of an infectious disease persists, particularly if you are seated near a contagious person. And passengers’ ability to take steps to mitigate that risk is limited.   Kelly’s statement contained an element of truth regarding planes’ air filtration and mitigation steps taken by the industry, but he took it a bit too far and left out key pieces of information and context.  ",Victoria Knight,https://www.politifact.com/factchecks/2020/may/11/gary-kelly/southwest-ceos-boast-about-airplanes-low-covid-ris/,barely-true
Chris Larson,Says the April 22 jump in COVID-19 cases was related to the election.,"Chris Larson, a Milwaukee Democrat, was elected to the Wisconsin state Senate in November 2010. A former member of the Milwaukee County Board, he is a candidate for Milwaukee County executive in 2016.","Larson referred to an April 22 jump in new coronavirus cases as coming ""two weeks after the election,"" then mocked Vos’ quote about the election being ""incredibly safe."" The obvious takeaway is that the jump and election are related. We haven’t seen any evidence that’s true. The increase that day was due in large part to a spike in Brown County, where outbreaks at meat-packing plants led to a surge in new cases. Brown County officials say there has been no evidence of a link between their case surge and the election. We can’t say for sure how the election impacted the April 22 statistics, but connecting the entirety of that day’s increase to the election is an exaggeration. ",Eric Litke,https://www.politifact.com/factchecks/2020/apr/24/chris-larson/chris-larson-has-no-basis-connect-spike-new-corona/,false
Franklin Graham,"Even with no shutdown, Sweden has a lower COVID-19 infection rate than UK, Italy and Spain.","
The Rev. Franklin Graham is a Christian minister and the president and CEO of both the Billy Graham Evangelistic Association and the international relief organization Samaritan's Purse.
","Urging that the reopening of the United States not be delayed, Graham said the COVID-19 infection rate in Sweden, which has no forced lockdown, is lower than in Italy, Spain and the United Kingdom. Infection rates are lower, but that’s not necessarily a telling metric. Experts, including the epidemiologist credited with devising Sweden’s no-lockdown strategy, said there are other reasons, including a lack of testing, not to read too much into infection rates as a measure of how well a country is responding to the virus. Sweden’s death rates, for example, are higher than some of its peers.  UPDATE, April 27, 2020: This story has been updated to reflect that Graham edited his original April 17 Facebook post to remove reference to Sweden's COVID-19 infection rate following the April 24 publication of this fact-check. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/24/franklin-graham/fact-checking-swedens-covid-infection-rate-without/,half-true
Facebook posts,"In 1986, the founder of the Times Square Church prophesied that he saw “a plague coming on the world and the bars and church and government will shut down,” with New York City especially hard hit.","Posters on Facebook and other social media networks.
 ","A Facebook post from the Jerusalem Prayer team says Wilkerson warned Evans of a plague striking New York City, shutting down bars and restaurants and forcing people to shelter in their homes.  ",Patrick Orsagos,https://www.politifact.com/factchecks/2020/apr/24/facebook-posts/no-pastor-david-wilkerson-did-not-predict-covid-19/,false
Facebook posts,"During the 1918 flu pandemic, San Francisco residents formed the “Anti-Mask League.” San Francisco “was ultimately one of the cities that suffered the most with a high death rate.”","Posters on Facebook and other social media networks.
 ","A Facebook post said during the 1918 flu pandemic, San Francisco residents formed an ""Anti-Mask League."" San Francisco ""was ultimately one of the cities that suffered the most with a high death rate."" Residents angry about the reinstatement of a mask order did form the Anti-Mask League in January 1919. It appeared to be short-lived, as the mask rule was quickly rescinded. Researchers found that San Francisco did have one of the higher death rates in the country, but it is impossible to say whether that was directly related to the mask protests. A photo of masked police officers that accompanies the post is real, but it shows officers in Seattle. ",Amy Sherman,https://www.politifact.com/factchecks/2020/apr/24/facebook-posts/yes-san-francisco-residents-formed-anti-mask-leagu/,mostly-true
Veronica Escobar,Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,"Veronica Escobar took office in 2019 as the U.S. Representative for Texas’ 16th Congressional District in El Paso. She was previously a County Commissioner and a County Judge.
 ","Escobar said that Texas ""is near the bottom or at the very bottom of COVID-19 testing per capita."" ",Madlin Mekelburg,https://www.politifact.com/factchecks/2020/apr/24/veronica-escobar/texas-lags-behind-other-states-coronavirus-testing/,true
Facebook posts,"A banner with a swastika, “Trump” and “Pence” is from a Michigan coronavirus protest.","Posters on Facebook and other social media networks.
 ","
A post containing a photo of a man carrying a banner that bears a swastika and the last names of the president and the vice president is not from a demonstration in Lansing, Mich., that protested stay-at-home coronavirus orders. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/24/facebook-posts/trump-pence-swastika-protest/,false
Jay Chaudhuri,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",Jay Chaudhuri is a Democratic member of the N.C. Senate who represents parts of Raleigh and Cary.,"State Senators Marcus and Chaudhuri said ""North Carolina is in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public."" According to a nonpartisan organization that tracks state laws, NC is one of only three states (6 percent of the US) that requires absentee ballots to be signed by two witnesses or a notary public. We rate this statement true. ",Paul Specht,https://www.politifact.com/factchecks/2020/apr/23/jay-chaudhuri/nc-absentee-ballots-require-2-witnesses-unique/,true
Donald Trump,"“Hundreds and hundreds of labs are ready, willing, and able.”","Donald Trump is the former president of the United States. He was elected the 45th president of the United States on Nov. 8, 2016.  He has been a real estate developer, entrepreneur and host of the NBC reality show, ""The Apprentice."" Trump's statements were awarded PolitiFact's 2015, 2017 and 2019 Lie of the Year. In November 2022, he announced he would run for president in 2024.","Trump said he had a list with hundreds and hundreds of labs ""ready"" and ""able"" to provide coronavirus testing. The White House declined to provide the list, and the Health and Human Services Department did not provide a tally. The closest we found was a FDA list of about 130 labs nationwide.  The people who work with testing said that simply possessing the laboratory equipment to process tests is insufficient to pull off the assignment. The vice president described how the government was still in the process of learning which labs could do what. The labs exist, but the ready and able piece is a work in progress. ",Jon Greenberg,https://www.politifact.com/factchecks/2020/apr/23/donald-trump/donald-trump-exaggerates-number-untapped-coronavir/,barely-true
Marco Rubio,"“Face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus” while the U.S. was “largely unable to import supplies from China.”","Marco Rubio, a U.S. senator from Florida, was a candidate for president of the United States in 2016 and then dropped out and won re-election to the Senate. He was first elected to the Senate in 2010 and took office Jan. 5, 2011. Rubio served in the Florida House of Representatives from 2000 to 2008 and is a former Speaker of the Florida House. He served on the West Miami City Commission from 1998 to 2000. He is from Miami and holds a law degree from the University of Miami.
","Rubio said ""face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus"" while the U.S. was ""largely unable to import supplies from China."" China did have a greater need for its domestically manufactured masks in February as the virus ravaged the country, but Rubio greatly overstates the situation. Imports of masks from China to the U.S. did drop in January and February, but imports of other products dropped even more. Imports to the U.S. did occur in April through the federal government’s Project Air Bridge, and a few states arranged their own imports with the help of other entities. ",Amy Sherman,https://www.politifact.com/factchecks/2020/apr/23/marco-rubio/did-china-halt-exports-face-masks-us/,barely-true
Facebook posts,"“The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.”","Posters on Facebook and other social media networks.
 ","A Facebook post says, ""The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated."" On microchips, there’s no evidence that implanted microchips are being contemplated in a serious way to fight the coronavirus. This appears to stem from a warped translation of comments by Gates. As for mandatory vaccinations, the idea that Democrats are pushing for this power is exaggerated, because the Supreme Court long ago decided that the government has that power. This authority is now used in all 50 states. A minority that includes some Democrats and some Republicans oppose efforts to limit religious or personal exemptions. ",Louis Jacobson,https://www.politifact.com/factchecks/2020/apr/23/facebook-posts/no-democrats-arent-pushing-microchips-fight-corona/,false
Joe Biden,"“The Trump Administration promised 27 million tests by the end of March. As of now, only 4 million have been completed.”","Joe Biden is the president of the United States. A Democrat, Biden served as a Delaware senator from 1973 (elected at the age of 29) until 2009. During his time in the Senate, he served as chair of the Foreign Relations Committee, chair of the International Narcotics Control Caucus and chair of the Judiciary Committee. He subsequently served as Barack Obama’s vice president from 2009 to 2016. Biden launched unsuccessful presidential campaigns in 1988 and 2008. He received a degree in history and political science from the University of Delaware and his J.D. from Syracuse School of Law. ","Biden tweeted, ""The Trump Administration promised 27 million tests by the end of March. As of now, only 4 million have been completed."" Biden conflated two different metrics: the number of projected available tests in the market and the number of people in the U.S. actually tested.  On March 21, a Trump administration official said he expected well over 27 million tests in the marketplace by March 28. As of April 21, about 4 million people had been tested. ",Amy Sherman,https://www.politifact.com/factchecks/2020/apr/23/joe-biden/biden-conflates-tests-market-americans-tested/,half-true
Lovely Warren,"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is “basically on par, a little bit up, from the population numbers,” meaning that “we don’t see that disparity as much here.”","Lovely Warren, a Democrat, is the mayor of Rochester, N.Y. ","Referring to racial comparisons on coronavirus statistics in Monroe County, N.Y., Warren said the impact on minorities is ""basically on par, a little bit up, from the population numbers,"" meaning that ""we don’t see that disparity as much here."" That was essentially accurate when looking at the share of deaths from the coronavirus. But at the time of her comment, African Americans accounted for a significantly higher share of ICU and non-ICU hospitalizations in the county, and the same was the case for Hispanics and non-ICU hospitalizations. ",Michael Hogan,https://www.politifact.com/factchecks/2020/apr/23/lovely-warren/rochester-mayor-lacked-context-coronavirus-racial-/,half-true
Levar Stoney,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,"Levar Stoney is a 2016 candidate for mayor of Richmond.
Stoney was appointed Secretary of the Commonwealth in 2014 by Virginia Gov. Terry McAuliffe. He resigned the post in April 2016 to run for mayor. Prior to that, he served as executive director of the Virginia Democratic Party and worked in a number of campaigns.
Stoney was born in 1981 in New York and later moved to Yorktown, Va. He graduated from James Madison University in 2004, where he was president of the student government.
 
","On April 10, Stoney said Virginia has ""lagged behind other states when it comes to (covid-19) testing.""  ",Warren Fiske,https://www.politifact.com/factchecks/2020/apr/22/levar-stoney/virginia-lags-coronavirus-testing-stoney-says/,true
Joe Biden,"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”","Joe Biden is the president of the United States. A Democrat, Biden served as a Delaware senator from 1973 (elected at the age of 29) until 2009. During his time in the Senate, he served as chair of the Foreign Relations Committee, chair of the International Narcotics Control Caucus and chair of the Judiciary Committee. He subsequently served as Barack Obama’s vice president from 2009 to 2016. Biden launched unsuccessful presidential campaigns in 1988 and 2008. He received a degree in history and political science from the University of Delaware and his J.D. from Syracuse School of Law. ","Biden said that OSHA was not enforcing coronavirus guidelines until the week of April 13, and since then, the agency has not told employers what rules they must implement to keep workplaces safe. It’s true that OSHA did not release any COVID-19 enforcement instructions for its inspectors until April 13. However, even when this directive was issued, it told inspectors to focus on its existing general safety standards, not recommendations geared toward the current outbreak. In other words, the coronavirus guidelines are not currently being enforced by OSHA. And while the agency’s April 13 enforcement directive instructs inspectors to focus on general safety standards, it does not guide them on how specific recommendations for COVID-19 — for instance, requiring masks and encouraging hand-washing — fit into such efforts. ",Victoria Knight,https://www.politifact.com/factchecks/2020/apr/22/joe-biden/biden-says-trump-agency-isnt-doing-enough-protect-/,true
Facebook posts,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.","Posters on Facebook and other social media networks.
 ","A Facebook post shared more than 54,0000 times claimed that the Kennedy Center gave $25 million and the corporation that funds PBS gave $5 million to the Democratic Party after the two entities received millions from a federal stimulus law in response to the coronavirus outbreak. Both nonprofits are barred by law from making political contributions and we found no evidence that they have. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/22/facebook-posts/no-kennedy-center-and-pbs-didnt-pay-covid-19-kickb/,false
Mandy Cohen,"""Covid-19 is now the leading cause of death in the United States.""","Mandy Cohen, secretary of the N.C. Department of Health and Human Services, was appointed by Democratic Gov. Roy Cooper.
","Cohen said ""Covid-19 is now the leading cause of death in the United States.""  That’s true only if you compare the number of people dying of coronavirus daily against estimates of other causes from previous years. The CDC has advised against using those daily numbers to make sweeping claims about the biggest causes of death in America. ",Paul Specht,https://www.politifact.com/factchecks/2020/apr/22/mandy-cohen/covid-19-americas-leading-cause-death/,half-true
Wisconsin Republican Legislative leaders,"
Wisconsin is “clearly seeing a decline in COVID infections”","Robin Vos, R-Rochester, is the speaker of the Wisconsin Assembly. Scott Fitzgerald, R-Juneau, is Senate Majority Leader. Republicans have controlled both chambers of the Wisconsin Legislature since the 2010 election.
 
","Vos and Fitzgerald said the state is ""clearly seeing a decline in COVID infections."" There are a lot of ways to slice the coronavirus data, but this is an exaggeration. New cases and deaths in the week before this claim were roughly in line with both the preceding week and the averages for the month of April. Hospitalizations had dropped somewhat from the week prior, but were holding steady for the five preceding days. ",Eric Litke,https://www.politifact.com/factchecks/2020/apr/21/wisconsin-republican-legislative-leaders/no-wisconsin-not-clearly-seeing-decline-covid-case/,barely-true
Facebook posts,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,"Posters on Facebook and other social media networks.
 ","A widely shared post on Facebook claims herd immunity is probably why California has far fewer COVID-19 deaths than New York. Experts say that with relatively little testing having been done, there is no evidence to indicate that herd immunity explains the large gap in coronavirus deaths in the two states. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/herd-immunity-curbed-covid-deaths-no/,false
Facebook posts,Hospitals get paid more to list patients as COVID-19.,"Posters on Facebook and other social media networks.
 ","A post shared on Facebook claims hospitals have a financial incentive to claim patients had COVID-19, saying payment is three times higher if a patient goes on a ventilator. An article the post links to includes comments from a doctor who suggests the number of coronavirus cases is being padded. It is standard for Medicare to pay roughly three times more for a patient with a respiratory condition who goes on a ventilator than for one who does not. That has nothing to do with the coronavirus. As part of a federal stimulus bill, Medicare is paying hospitals 20% more than standard rates for COVID-19 patients. Indications are that due to a lack of testing and other factors, the number of coronavirus cases has been undercounted, not padded. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/Fact-check-Hospitals-COVID-19-payments/,half-true
Jay Inslee,Stay-at-home orders “actually are the law of these states.”,"Jay Inslee is the governor of Washington. He was elected as governor in 2012. From 1993 to 1995, Inslee represented Washington’s 4th Congressional District. He represented Washington’s 1st Congressional District from 1999 to 2012. While representing the 1st district, he served on the Committee on Energy and Commerce. Inslee received his bachelor’s degree in economics and a J.D. from Willamette University School of Law. In 2019, he ran for the Democratic nomination for president and dropped out in August.","Inslee said that stay-at-home orders ""actually are the law of these states."" Technically, many have been issued in the form of executive orders or proclamations, rather than a conventional law passed by the legislature and signed by the governor. However, a broad range of legal experts said that executive orders, proclamations and similar orders are equivalent to legislature-passed laws and can be enforced in essentially the same way, and in tandem with existing laws such as disorderly conduct. ",Louis Jacobson,https://www.politifact.com/factchecks/2020/apr/21/jay-inslee/are-stay-home-orders-laws-jay-inslee-said/,mostly-true
Facebook posts,Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases,"Posters on Facebook and other social media networks.
 ","An article shared widely on Facebook claimed on April 17, 2020, that Wisconsin coronavirus cases had surged as a result of the in-person election. That’s not the case. The data the article cited failed to factor in a drop in the number of tests administered. It wrongly treated an unusually low number of cases on April 13 as a baseline against which to compare the following days’ new cases. The increase cited was in fact connected to an increased number of tests in the following days. We don’t know for sure what impact the election may prove to have, but we do know it’s wrong to say a surge has already surfaced. ",Eric Litke,https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/no-proof-yet-post-election-surge-coronavirus-cases/,false
Facebook posts,"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”","Posters on Facebook and other social media networks.
 ",The Facebook post stated that the poor are the most likely to be employed in essential industries while workers who earn more are free to shelter at home until the outbreak subsides. ,Jessica Calefati,https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/still-going-work-pennsylvania-chances-are-youre-lo/,true
Facebook posts,News photo from stay-at-home protest was doctored to add Confederate flag.,"Posters on Facebook and other social media networks.
 ","A Facebook post showing two photographs from a rally that protested coronavirus stay-at-home orders suggests that one of the photos, taken by the Milwaukee Journal Sentinel, was doctored. Our analysis found the photo, which shows one man holding a Don’t Tread on Me flag and a Confederate flag, was not altered. The person is visible in several other posts we found that were not from the newspaper. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/20/facebook-posts/news-photo-stay-home-protest-was-not-doctored/,pants-fire
Andrew Cuomo,"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”","Andrew Cuomo, a Democrat, was elected to his first term as governor of New York in 2010.
","Cuomo didn’t say that all countries had increased infections after they reopened, and he also didn’t say explicitly that reopening caused the increase in the statement we fact-checked. He said that people who are anxious to reopen should be aware that there are cases where other countries reopened and then saw the infection rate increase.   There have been reports of increased infection rates in some countries that reopened.  ",Jill Terreri Ramos,https://www.politifact.com/factchecks/2020/apr/20/andrew-cuomo/cuomo-accurately-says-other-countries-reopened-saw/,true
Phil McGraw,"There are “360,000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”","Phil McGraw, known as Dr. Phil, is a TV personality, author and former psychologist who hosts the TV show ""Dr. Phil.""","McGraw said there are ""360,000 (deaths) a year from swimming pools, but we don’t shut the country down for that."" For one thing, that’s too many zeros. There were 3,709 U.S. deaths from accidental drowning or submersion in 2017.  McGraw has since said he was citing the worldwide number for drowning deaths, and that his comparisons were ""probably bad examples."" The coronavirus is infectious and contagious, and the count of deaths from drowning is spread over a year.  ",Bill McCarthy,https://www.politifact.com/factchecks/2020/apr/17/phil-mcgraw/dr-phils-faulty-point-about-coronavirus-and-swimmi/,false
Gretchen Whitmer,"“During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic.”
 
","Gretchen Whitmer, a Democrat, was elected governor of Michigan in 2018. She gave the Democratic response to President Donald Trump's State of the Union in 2020. She was elected to the state House of Representatives in 2000 and elected to the Michigan State Senate in 2006 where she served as the Senate Democratic Leader. ","Whitmer said, ""During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic."" Typically, when social distancing ends, there is a second wave. The goal is to make the second wave as small as possible. Whitmer pointed to research from the University of Michigan in 2007 that found after social distancing rules ended in many cities, cases and deaths surged.  ",Amy Sherman,https://www.politifact.com/factchecks/2020/apr/17/gretchen-whitmer/what-1918-flu-pandemic-shows-us-about-social-dista/,mostly-true
Tweets,"“Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.”","
Twitter is a messaging service where people often discuss politics. Individual messages are called Tweets.
","Sachs tweeted: ""Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores."" No part of the executive order bans the sale of car seats, but large stores are under orders to keep customers away from areas selling items in categories such as gardening, flooring and furniture. Two Michigan Walmarts cited the order in initially roping off and prohibiting the sale of car seats, but Walmart clarified for store managers that baby products can be sold in stores or online. Whitmer has repeatedly stated that the sale of car seats is not banned in Michigan.  ",Madison Czopek,https://www.politifact.com/factchecks/2020/apr/17/tweets/michigan-residents-can-still-buy-car-seats/,false
Jeff Jackson,NC liquor stores were deemed essential “because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms.”,Jeff Jackson represents the Charlotte area in the North Carolina state senate.,"Jackson said liquor stores are still open because ""we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms, which we can’t have right now."" Gov. Cooper is responsible for determining which businesses are considered essential, and his administration hasn’t mentioned alcohol dependency as a reason for the designation.  The only evidence Jackson cited was an ABC operations manager in Asheville who said some store owners are concerned about closures potentially affecting the hospital system. But it’s not clear that that concern is shared among all 170 ABC store owners. ",Paul Specht,https://www.politifact.com/factchecks/2020/apr/17/jeff-jackson/why-are-nc-liquor-stores-considered-essential/,barely-true
Ron DeSantis,"“Obesity is, like, the No. 1 factor in whether you really get hit hard by COVID-19.”","Ron DeSantis won the race for Florida governor in 2018 and 2022. DeSantis, a Republican, was first elected to Congress in 2012 and resigned in September 2018 to focus on his campaign. He represented Florida's 6th Congressional District which is south of St. Augustine and north of Orlando and includes Daytona Beach. DeSantis initially ran for U.S. Senate in 2016 but dropped out after Marco Rubio decided to seek re-election.","DeSantis said ""obesity is, like, the No. 1 factor in whether you really get hit hard by COVID-19."" DeSantis didn’t explain what he meant by ""hit hard,"" so we looked at research about COVID-19 patients who were hospitalized. We did not find any study that showed that obesity is the No. 1 risk factor. Most research and evidence so far shows age as the top factor. But early research suggests that obesity is also a key risk factor.  ",Amy Sherman,https://www.politifact.com/factchecks/2020/apr/17/ron-desantis/obesity-top-risk-factor-covid-19-hospitalizations/,half-true
Donald Trump,Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.,"Donald Trump is the former president of the United States. He was elected the 45th president of the United States on Nov. 8, 2016.  He has been a real estate developer, entrepreneur and host of the NBC reality show, ""The Apprentice."" Trump's statements were awarded PolitiFact's 2015, 2017 and 2019 Lie of the Year. In November 2022, he announced he would run for president in 2024.","Trump tweeted that Pelosi deleted a video of her telling people to go to Chinatown. Pelosi on Feb. 24 did encourage people to go to Chinatown in San Francisco. But we found no trace of her posting or deleting the video Trump shared. At the time of Pelosi’s remark, U.S. health officials said the risk of the coronavirus was low to the American public since they had no reports of community spread. Trump during this time also said the virus was under control in the United States. ",Miriam Valverde,https://www.politifact.com/factchecks/2020/apr/16/donald-trump/donald-trump-falsely-claims-nancy-pelosi-deleted-v/,false
Facebook posts,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,"Posters on Facebook and other social media networks.
 ","A video shared on Facebook claims that ""Africans living in China now being forced to sleep outside in the cold."" Numerous news articles report that, amid fears of a second wave of the coronavirus, China has focused on foreigners as a possible source of the virus, and Africans in the southern China city of Guangzhou are being evicted from their homes. African leaders have called out the evictions as racist. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/yes-africans-are-being-evicted-china-amid-fear-sec/,true
Barack Obama,"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""","Barack Obama is the former president of the United States. Obama also served as a U.S. senator from Illinois. He was born in 1961 in Hawaii, where his parents met as students at the University of Hawaii. Obama's father is from Kenya and his mother is from Kansas. He graduated from Columbia University and received his law degree from Harvard Law School. Obama previously served in the Illinois state Senate and was an instructor at the University of Chicago Law School. He and his wife, Michelle, have two daughters, Malia and Sasha.","Obama accused the Trump administration and Senate Republicans of being ""willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis."" ",Shefali Luthra,https://www.politifact.com/factchecks/2020/apr/16/barack-obama/obama-gops-stance-preexisting-conditions-base-espe/,true
Facebook posts,"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.","Posters on Facebook and other social media networks.
 ","Facebook posts say that if you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says ""the government planned"" it and refers to something called ""Event 201."" There was a project called Event 201 that simulated possible outcomes of a coronavirus pandemic, but it was a planning exercise and did not predict this specific COVID-19 pandemic.  More importantly, we were unable to elicit the same answer from Alexa, and Amazon told us that the answer to that question would be different. ",Patrick Orsagos,https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/no-amazons-alexa-doesnt-say-government-planned-cor/,false
Facebook posts,"Says all Vegas hotels but Trump’s have donated food, rooms in COVID response.","Posters on Facebook and other social media networks.
 ","A Facebook post attacks Trump’s Las Vegas hotel as being the only one in the city that didn’t offer food or rooms for emergency personnel. The Trump Organization hasn’t provided any information, and searches by PolitiFact and other news organizations didn’t turn up any evidence that Trump’s properties have made such donations. Several other hotels in Las Vegas have made donations, but the Trump hotel does not appear to be the only exception. The city has hundreds of hotels, motels and inns, and a hotel industry trade group says 36 Las Vegas hotels were participating in its national initiative to offer rooms to first responders and health care workers.  ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/trumps-vegas-hotel-hasnt-made-donations-it-isnt-on/,barely-true
Pat Toomey,"“In a matter of days, and in some cases the moment may even have passed, that we’ve reached the peak of the rate of infections.”","Pat Toomey is a U.S. senator from Pennsylvania, having won election to his seat in 2010 by defeating Democratic Rep. Joe Sestak. Toomey occupies the seat formerly held by Sen. Arlen Specter, to whom he narrowly lost in the 2004 Republican U.S. Senate primary.
","Making the case to reopen the nation’s economy, Toomey said, ""In a matter of days, and in some cases the moment may even have passed, that we’ve reached the peak of the rate of infections."" Data on coronavirus case counts and fatalities show that the country’s outbreak is subsiding. But Toomey’s comments don’t account for what will happen once social distancing ends. A new Washington Post analysis shows that hospitals in many parts of the country will be overrun, including large swathes of Pennsylvania, if two in 10 adults contract the virus over the next year. ",Jessica Calefati,https://www.politifact.com/factchecks/2020/apr/16/pat-toomey/us-sen-pat-toomey-says-coronavirus-outbreak-has-re/,half-true
Facebook posts,Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,"Posters on Facebook and other social media networks.
 ","A Facebook post claims Fauci has downplayed the potential use of chloroquine and hydroxychloroquine to treat coronavirus patients because he stands to lose $100 million on a Gates-funded vaccine. There are 70 potential COVID-19 vaccines in development, one of which was created by NIAID scientists in partnership with Moderna, Inc. That vaccine is being manufactured by an organization that the Gates Foundation supports, but there’s no evidence that NIAID or Fauci will directly profit from that support. And the Gates Foundation has pledged up to $60 million for vaccine development, not $100 million, as the post says. Some studies have found that chloroquine and hydroxychloroquine could help treat coronavirus patients, but others have found no effect at all. Public health officials have urged caution due to the uncertainty and the adverse side effects of the drugs. ",Daniel Funke,https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/facebook-posts-falsely-claim-dr-fauci-has-millions/,false
Kellyanne Conway,"""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.""","Kellyane Conway is a White House counselor to President Donald Trump. Previously, she was a Republican strategist and pollster who served as campaign manager for Trump's 2016 presidential campaign.
","Conway said, ""This is COVID-19, not COVID-1,"" arguing that the WHO should have been better prepared to deal with the virus.  ""People should know the facts,"" she added. We agree. The name of the disease caused by the coronavirus, COVID-19, doesn’t mean it’s the 19th in a series of similar coronaviruses. The 19 refers to the year it was discovered, 2019.  Conway made the claim with a straight-face, but she later said she knew what the name meant. ",Bill McCarthy,https://www.politifact.com/factchecks/2020/apr/15/kellyanne-conway/kellyanne-conway-misleads-name-covid-19-says-its-n/,false
YouTube videos,"The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”",Videos uploaded to YouTube.,"The posts say that the $1,200 coronavirus relief checks being issued this year are ""just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season."" ",Louis Jacobson,https://www.politifact.com/factchecks/2020/apr/15/youtube-videos/no-you-dont-have-pay-back-your-stimulus-check/,false
Facebook posts,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,"Posters on Facebook and other social media networks.
 ","A headline shared on social media inaccurately describes an order that Whitmer issued in response to the coronavirus.  The order does not prohibit gardening or the sale of any particular product in Michigan. Stores in Michigan larger than 50,000 square feet must close areas for garden centers and plant nurseries, as well as those that sell carpet or flooring, furniture and paint. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/covid-order-doesnt-ban-gardening-or-sale-seeds-and/,false
